2330 縩筿 -- 20110101-99999999,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
るら,秨絃基(じ),程蔼基(じ),程基(じ),Μ絃基(じ),Θユ秖(),Θユ(じ),厨筍瞯,秅锣瞯,瑈硄计(),カ(κ窾じ),程处ボ禦基,程处ボ芥基,厨筍瞯-Ln,カゑ,Θユゑ,Θユ掸计(掸),セ痲ゑ-TSE,セ痲ゑ-TEJ,基瞓ゑ-TSE,基瞓ゑ-TEJ
2016/5/12,147,148,146,146,24008 ,3525768 ,-0.6803,0.0926,25930380 ,3785835 ,146,146.5,-0.6826,15.865,5.854,7183 ,12.95,12.9,2.96,3.29
2016/5/13,145,145.5,143,144,60713 ,8748587 ,-1.3699,0.2341,25930380 ,3733974 ,143.5,144,-1.3793,15.753,10.976,19508 ,12.78,12.72,2.92,3.24
2016/5/16,143,145.5,143,144.5,32239 ,4658963 ,0.3472,0.1243,25930380 ,3746939 ,144.5,145,0.3466,15.78,7.959,9667 ,12.82,12.76,2.93,3.26
2016/5/17,145.5,147,145,147,32716 ,4782396 ,1.7301,0.1262,25930380 ,3811765 ,146.5,147,1.7153,15.91,8.076,8501 ,13.04,12.98,2.98,3.31
2016/5/18,146,147,145,147,31106 ,4552181 ,0,0.12,25930380 ,3811765 ,146.5,147,0,15.871,7.936,9452 ,13.04,12.98,2.98,3.31
2016/5/19,148,148.5,145.5,147,35192 ,5165152 ,0,0.1357,25930380 ,3811765 ,146.5,147,0,16.003,9.704,8803 ,13.04,12.98,2.98,3.31
2016/5/20,147.5,149.5,147,148.5,38046 ,5647033 ,1.0204,0.1467,25930380 ,3850661 ,148,148.5,1.0152,16.096,11.132,9513 ,13.18,13.12,3.01,3.35
2016/5/23,150.5,154.5,149.5,154,50174 ,7660606 ,3.7037,0.1935,25930380 ,3993278 ,153.5,154,3.6368,16.266,9.654,16914 ,13.66,13.6,3.12,3.47
2016/5/24,152.5,153.5,151,151,25677 ,3904883 ,-1.9481,0.099,25930380 ,3915487 ,151,151.5,-1.9673,16.033,6.658,8713 ,13.4,13.34,3.06,3.4
2016/5/25,153.5,155,152.5,154.5,35410 ,5441691 ,2.3179,0.1366,25930380 ,4006243 ,154,154.5,2.2914,16.219,7.586,10548 ,13.71,13.65,3.13,3.48
2016/5/26,154.5,155,153.5,155,18822 ,2908894 ,0.3236,0.0726,25930380 ,4019208 ,154.5,155,0.3231,16.278,5.067,8493 ,13.75,13.69,3.14,3.49
2016/5/27,156,156.5,154.5,156.5,26617 ,4146288 ,0.9677,0.1026,25930380 ,4058104 ,156,156.5,0.9631,16.3,6.762,7672 ,13.89,13.82,3.17,3.53
2016/5/30,157,158,155,157,38311 ,6001068 ,0.3195,0.1477,25930380 ,4071069 ,157,157.5,0.319,16.214,8.651,11762 ,13.93,13.87,3.18,3.54
2016/5/31,156.5,157.5,155,156.5,70177 ,10968771 ,-0.3185,0.2706,25930380 ,4058104 ,156.5,157,-0.319,16.163,10.684,11056 ,13.89,13.82,3.17,3.53
2016/6/1,156,159,156,159,27743 ,4386766 ,1.5974,0.107,25930380 ,4122930 ,158.5,159,1.5848,16.299,6.684,9500 ,14.11,15.33,3.22,3.22
2016/6/2,159,160,158,159,21999 ,3500288 ,0,0.0848,25930380 ,4122930 ,158.5,159,0,16.378,4.856,7933 ,14.11,15.33,3.22,3.22
2016/6/3,159,160.5,159,160.5,32020 ,5124469 ,0.9434,0.1235,25930380 ,4161825 ,160,160.5,0.939,16.472,8.931,10969 ,14.24,15.47,3.25,3.25
2016/6/4,160,160,159.5,160,2631 ,420392 ,-0.3115,0.0101,25930380 ,4148860 ,159.5,160,-0.312,16.413,1.576,1428 ,14.2,15.42,3.24,3.24
2016/6/6,161,162,160,161,28898 ,4651663 ,0.625,0.1114,25930380 ,4174791 ,160.5,161,0.6231,16.504,8.615,8667 ,14.29,15.52,3.26,3.26
2016/6/7,161.5,163.5,161,162,47573 ,7726094 ,0.6211,0.1835,25930380 ,4200721 ,162,162.5,0.6192,16.449,10.411,12269 ,14.37,15.61,3.28,3.28
2016/6/8,164,166,163.5,165.5,45587 ,7522713 ,2.1605,0.1758,25930380 ,4291477 ,165,165.5,2.1375,16.736,9.967,15173 ,14.69,15.95,3.35,3.35
2016/6/13,161,162.5,161,162,54689 ,8843806 ,-2.1148,0.2109,25930380 ,4200721 ,162,162.5,-2.1375,16.728,11.791,14466 ,14.37,15.61,3.28,3.28
2016/6/14,161,163,161,162,27823 ,4508801 ,0,0.1073,25930380 ,4200721 ,161.5,162,0,16.653,8.104,10951 ,14.37,15.61,3.28,3.28
2016/6/15,162,163,161,163,29328 ,4763332 ,0.6173,0.1131,25930380 ,4226651 ,162.5,163,0.6154,16.698,7.666,9142 ,14.46,15.71,3.3,3.3
2016/6/16,161.5,162.5,159.5,160.5,36957 ,5942664 ,-1.5337,0.1425,25930380 ,4161825 ,160,160.5,-1.5456,16.658,9.144,7324 ,14.24,15.47,3.25,3.25
2016/6/17,162.5,164.5,162,163,31326 ,5117145 ,1.5576,0.1208,25930380 ,4226651 ,162.5,163,1.5456,16.77,7.826,9885 ,14.46,15.71,3.3,3.3
2016/6/20,164.5,165,163,163,24949 ,4090155 ,0,0.0962,25930380 ,4226651 ,163,163.5,0,16.657,7.545,8639 ,14.46,15.71,3.3,3.3
2016/6/21,164,165.5,163.5,165.5,28042 ,4621986 ,1.5337,0.1081,25930380 ,4291477 ,165,165.5,1.5221,16.798,7.506,10369 ,14.69,15.95,3.35,3.35
2016/6/22,164.5,166,163.5,166,30409 ,5013175 ,0.3021,0.1173,25930380 ,4304443 ,165.5,166,0.3017,16.788,7.604,8180 ,14.73,16,3.36,3.36
2016/6/23,165.5,166,164,164,22592 ,3715357 ,-1.2048,0.0871,25930380 ,4252582 ,164,164.5,-1.2121,16.663,7.063,8298 ,14.55,15.81,3.32,3.32
2016/6/24,164,164,154.5,159,86994 ,13854488 ,-3.0488,0.3355,25930380 ,4122930 ,158.5,159,-3.0962,16.536,13.577,27192 ,14.11,15.33,3.22,3.22
2016/6/27,154.5,156,154,155.5,43401 ,6739714 ,1.5723,0.1674,25930380 ,4032174 ,155.5,156,1.5601,16.207,11.99,17925 ,13.8,14.99,3.15,3.15
2016/6/28,155.5,157.5,155,157,39095 ,6111752 ,0.9646,0.1508,25930380 ,4071069 ,156.5,157,0.96,16.273,9.312,12685 ,13.93,15.13,3.18,3.18
2016/6/29,158.5,160,158,159,32131 ,5108302 ,1.2739,0.1239,25930380 ,4122930 ,158.5,159,1.2658,16.326,6.975,12754 ,14.11,15.33,3.22,3.22
2016/6/30,161,163,159.5,162.5,42854 ,6916567 ,2.2013,0.1653,25930380 ,4213686 ,162,162.5,2.1774,16.532,8.335,14833 ,14.42,15.66,3.29,3.29
2016/7/1,164.5,166,163.5,166,36577 ,6042239 ,2.1538,0.1411,25930380 ,4304443 ,165.5,166,2.131,16.742,8.001,13186 ,14.73,16,3.36,3.36
2016/7/4,165.5,166.5,164.5,166,25968 ,4302829 ,0,0.1001,25930380 ,4304443 ,165.5,166,0,16.699,7.089,9484 ,14.73,16,3.36,3.36
2016/7/5,165,165.5,164,164,16422 ,2697844 ,-1.2048,0.0633,25930380 ,4252582 ,163.5,164,-1.2121,16.582,4.702,6930 ,14.55,15.81,3.32,3.32
2016/7/6,163,163,160.5,161.5,35100 ,5661722 ,-1.5244,0.1354,25930380 ,4187756 ,161,161.5,-1.5361,16.597,8.173,12026 ,14.33,15.57,3.27,3.27
2016/7/7,163.5,165,163,164.5,24442 ,4009459 ,1.8576,0.0943,25930380 ,4265547 ,164,164.5,1.8405,16.778,6.951,9726 ,14.6,15.86,3.33,3.33
2016/7/11,170,170.5,168.5,170,53434 ,9066254 ,3.3435,0.2061,25930380 ,4408164 ,169.5,170,3.2888,17.052,10.512,14951 ,15.08,16.39,3.44,3.44
2016/7/12,171,171.5,169.5,171,42128 ,7177356 ,0.5882,0.1625,25930380 ,4434094 ,170.5,171,0.5865,17.045,8.233,15021 ,15.17,16.48,3.46,3.46
2016/7/13,169.5,170,167,168.5,51719 ,8708079 ,-1.462,0.1995,25930380 ,4369269 ,168,168.5,-1.4728,16.764,10.149,17109 ,14.95,16.24,3.41,3.41
2016/7/14,167,170,167,169,36131 ,6094183 ,0.2967,0.1393,25930380 ,4382234 ,168.5,169,0.2963,16.796,8.009,12414 ,15,16.29,3.42,3.42
2016/7/15,168,169.5,166.5,169.5,41822 ,7039081 ,0.2959,0.1613,25930380 ,4395199 ,169,169.5,0.2954,16.689,7.635,13283 ,15.04,16.34,3.43,3.43
2016/7/18,168,170,168,169.5,24774 ,4188965 ,0,0.0955,25930380 ,4395199 ,169,169.5,0,16.581,5.097,6898 ,15.04,16.34,3.43,3.43
2016/7/19,170.5,170.5,169,170.5,43707 ,7424369 ,0.59,0.1686,25930380 ,4421129 ,170,170.5,0.5882,16.63,8.605,12495 ,15.13,16.43,3.45,3.45
2016/7/20,170,170.5,169,170,39076 ,6633505 ,-0.2933,0.1507,25930380 ,4408164 ,169.5,170,-0.2937,16.631,7.803,14235 ,15.08,16.39,3.44,3.44
2016/7/21,171,172,170,172,35220 ,6034355 ,1.1765,0.1358,25930380 ,4460025 ,171.5,172,1.1696,16.736,6.598,12625 ,15.26,16.58,3.48,3.48
2016/7/22,172,172,170.5,171,29804 ,5106380 ,-0.5814,0.1149,25930380 ,4434094 ,170.5,171,-0.5831,16.719,6.788,9643 ,15.17,16.48,3.46,3.46
2016/7/25,172,173,169,171.5,27180 ,4645419 ,0.2924,0.1048,25930380 ,4447060 ,171,171.5,0.292,16.808,6.688,9757 ,15.22,16.53,3.47,3.47
2016/7/26,172,173,171.5,173,32736 ,5634149 ,0.8746,0.1262,25930380 ,4485955 ,172.5,173,0.8708,16.892,8.203,12399 ,15.35,16.68,3.5,3.5
2016/7/27,175,176,174.5,175,36108 ,6318691 ,1.1561,0.1392,25930380 ,4537816 ,174.5,175,1.1494,17.014,7.499,10896 ,15.53,16.87,3.55,3.55
2016/7/28,175,176.5,173,176.5,31138 ,5464444 ,0.8571,0.1201,25930380 ,4576712 ,176,176.5,0.8535,17.135,6.855,9647 ,15.66,17.01,3.58,3.58
2016/7/29,177,177,172.5,172.5,30008 ,5229445 ,-2.2663,0.1157,25930380 ,4472990 ,172.5,173,-2.2924,16.918,7.304,8686 ,15.31,16.63,3.49,3.49
2016/8/1,175,177,174.5,177,34703 ,6112481 ,2.6087,0.1338,25930380 ,4589677 ,176.5,177,2.5752,17.175,8.683,11713 ,15.71,17.06,3.59,3.59
2016/8/2,177.5,177.5,175.5,176,15366 ,2707287 ,-0.565,0.0593,25930380 ,4563746 ,175.5,176,-0.5666,17.101,4.012,6097 ,15.62,16.96,3.57,3.57
2016/8/3,172.5,174,172,172.5,21652 ,3745324 ,-1.9886,0.0835,25930380 ,4472990 ,172.5,173,-2.0087,16.908,5.949,8267 ,15.31,16.63,3.49,3.49
2016/8/4,173,174.5,172.5,174.5,14292 ,2481942 ,1.1594,0.0551,25930380 ,4524851 ,174,174.5,1.1528,17.06,3.728,4503 ,15.48,16.82,3.78,3.54
2016/8/5,175,177.5,174,177,25803 ,4555686 ,1.4327,0.0995,25930380 ,4589677 ,176.5,177,1.4225,17.177,5.996,8212 ,16.08,17.06,3.84,3.59
2016/8/8,178,178,176.5,178,16241 ,2882438 ,0.565,0.0626,25930380 ,4615607 ,177.5,178,0.5634,17.164,3.79,5032 ,16.17,17.16,3.86,3.61
2016/8/9,178.5,179.5,177,178.5,16443 ,2940137 ,0.2809,0.0634,25930380 ,4628572 ,178,178.5,0.2805,17.204,4.056,6767 ,16.21,17.21,3.87,3.62
2016/8/10,179,179.5,178,179.5,19307 ,3453612 ,0.5602,0.0745,25930380 ,4654503 ,179,179.5,0.5587,17.211,4.666,5979 ,16.3,17.3,3.89,3.64
2016/8/11,177.5,178,175.5,176.5,28216 ,4982106 ,-1.6713,0.1088,25930380 ,4576712 ,176,176.5,-1.6854,17.051,5.99,9250 ,16.03,17.01,3.83,3.58
2016/8/12,178.5,178.5,177,177.5,23986 ,4264514 ,0.5666,0.0925,25930380 ,4602642 ,177.5,178,0.565,17.113,5.221,7860 ,16.12,17.11,3.85,3.6
2016/8/15,178.5,179,177.5,179,13660 ,2438220 ,0.8451,0.0527,25930380 ,4641538 ,178.5,179,0.8415,17.261,3.709,4907 ,16.26,17.25,3.88,3.63
2016/8/16,178,179,175,175.5,34284 ,6042810 ,-1.9553,0.1322,25930380 ,4550781 ,175.5,176,-1.9747,16.993,8.543,10692 ,15.94,16.92,3.8,3.56
2016/8/17,177,177.5,176,177,24169 ,4272164 ,0.8547,0.0932,25930380 ,4589677 ,176.5,177,0.8511,17.125,6.027,8245 ,16.08,17.06,3.84,3.59
2016/8/18,176,176.5,175,176,27899 ,4897229 ,-0.565,0.1076,25930380 ,4563746 ,175.5,176,-0.5666,17.013,6.904,9690 ,15.99,16.96,3.81,3.57
2016/8/19,177,177.5,174,174.5,23496 ,4116962 ,-0.8523,0.0906,25930380 ,4524851 ,174.5,175,-0.8559,17.04,5.64,8233 ,15.85,16.82,3.78,3.54
2016/8/22,173,174,171.5,173,21822 ,3765989 ,-0.8596,0.0842,25930380 ,4485955 ,172.5,173,-0.8633,16.992,6.25,7785 ,15.71,16.68,3.75,3.5
2016/8/23,174,175,173.5,174,21467 ,3742518 ,0.578,0.0828,25930380 ,4511886 ,174,174.5,0.5764,16.997,6.379,6651 ,15.8,16.77,3.77,3.52
2016/8/24,175,175.5,173.5,173.5,12532 ,2182702 ,-0.2874,0.0483,25930380 ,4498920 ,173.5,174,-0.2878,16.973,3.977,4272 ,15.76,16.72,3.76,3.51
2016/8/25,175,177,174.5,177,23973 ,4223271 ,2.0173,0.0925,25930380 ,4589677 ,176.5,177,1.9972,17.129,6.073,8613 ,16.08,17.06,3.84,3.59
2016/8/26,175,177,175,177,15804 ,2788761 ,0,0.0609,25930380 ,4589677 ,176.5,177,0,17.098,4.666,4529 ,16.08,17.06,3.84,3.59
2016/8/29,175,177,174,176.5,16967 ,2980249 ,-0.2825,0.0654,25930380 ,4576712 ,176,176.5,-0.2829,17.096,4.888,5102 ,16.03,17.01,3.83,3.58
2016/8/30,176,176.5,174,174.5,19752 ,3452895 ,-1.1331,0.0762,25930380 ,4524851 ,174,174.5,-1.1396,16.901,5.391,5559 ,15.85,16.82,3.78,3.54
2016/8/31,176.5,177,174.5,176,42461 ,7408331 ,0.8596,0.1638,25930380 ,4563746 ,176,176.5,0.8559,17.115,9.162,6850 ,15.99,16.96,3.81,3.57
2016/9/1,176,176,173,173.5,26101 ,4486398 ,-1.4205,0.1007,25930380 ,4498920 ,173.5,174,-1.4306,16.989,6.102,7279 ,15.76,16.72,3.76,3.51
2016/9/2,176.5,176.5,174,174.5,19489 ,3368711 ,0.5764,0.0752,25930380 ,4524851 ,174.5,175,0.5747,17.106,4.58,6315 ,15.85,16.82,3.78,3.54
2016/9/5,176.5,177.5,176.5,176.5,27982 ,4884204 ,1.1461,0.1079,25930380 ,4576712 ,176.5,177,1.1396,17.107,8.631,6513 ,16.03,17.01,3.83,3.58
2016/9/6,177,179,176.5,179,29646 ,5218919 ,1.4164,0.1143,25930380 ,4641538 ,178.5,179,1.4065,17.174,7.639,9498 ,16.26,17.25,3.88,3.63
2016/9/7,180.5,185,180,184,50851 ,9311446 ,2.7933,0.1961,25930380 ,4771189 ,184,184.5,2.755,17.508,11.306,19497 ,16.71,17.74,3.99,3.73
2016/9/8,182.5,184.5,182.5,183,30307 ,5555013 ,-0.5435,0.1169,25930380 ,4745259 ,183,183.5,-0.545,17.405,7.672,10923 ,16.62,17.64,3.97,3.71
2016/9/9,181,181,179.5,179.5,30635 ,5518555 ,-1.9126,0.1181,25930380 ,4654503 ,179.5,180,-1.9311,17.255,9.078,8177 ,16.3,17.3,3.89,3.64
2016/9/10,177,179,176,178,15470 ,2747098 ,-0.8357,0.0597,25930380 ,4615607 ,177.5,178,-0.8392,17.333,6.56,5804 ,16.17,17.16,3.86,3.61
2016/9/12,177.5,177.5,174,175,42751 ,7504512 ,-1.6854,0.1649,25930380 ,4537816 ,175,175.5,-1.6998,17.243,11.081,14891 ,15.89,16.87,3.79,3.55
2016/9/13,176.5,176.5,173.5,175,38438 ,6736154 ,0,0.1482,25930380 ,4537816 ,174.5,175,0,17.258,9.459,11379 ,15.89,16.87,3.79,3.55
2016/9/14,174,176,173.5,173.5,52966 ,9216408 ,-0.8571,0.2043,25930380 ,4498920 ,173.5,174,-0.8608,17.189,11.468,11689 ,15.76,16.72,3.76,3.51
2016/9/19,179.5,183,178.5,182.5,57296 ,10375685 ,5.1873,0.221,25930380 ,4732294 ,182,182.5,5.0573,17.597,11.493,19155 ,16.58,17.59,3.96,3.7
2016/9/20,182,183.5,181.5,183,23647 ,4319888 ,0.274,0.0912,25930380 ,4745259 ,183,183.5,0.2736,17.628,6.838,8140 ,16.62,17.64,3.97,3.71
2016/9/21,181,184,180.5,184,26261 ,4805884 ,0.5464,0.1013,25930380 ,4771189 ,183.5,184,0.545,17.6,7.145,8483 ,16.71,17.74,3.99,3.73
2016/9/22,185,185.5,183.5,185.5,21213 ,3921937 ,0.8152,0.0818,25930380 ,4810085 ,185,185.5,0.8119,17.731,6.147,8939 ,16.85,17.88,4.02,3.76
2016/9/23,185,187.5,184.5,187.5,23141 ,4313995 ,1.0782,0.0892,25930380 ,4861946 ,187,187.5,1.0724,17.827,7.233,9042 ,17.03,18.07,4.06,3.8
2016/9/26,183.5,185,183,183,25218 ,4635639 ,-2.4,0.0973,25930380 ,4745259 ,183,183.5,-2.4293,17.569,9.219,7882 ,16.62,17.64,3.97,3.71
2016/9/29,185.5,187.5,185.5,185.5,57778 ,10764097 ,1.3661,0.2228,25930380 ,4810085 ,185.5,186,1.3569,17.675,13.172,15213 ,16.85,17.88,4.02,3.76
2016/9/30,185.5,186.5,182.5,182.5,45163 ,8309463 ,-1.6173,0.1742,25930380 ,4732294 ,182.5,183,-1.6305,17.586,12.22,11548 ,16.58,17.59,3.96,3.7
2016/10/3,186,186.5,184.5,186,18987 ,3525971 ,1.9178,0.0732,25930380 ,4823050 ,186,186.5,1.8997,17.774,6.859,6733 ,16.89,17.17,4.03,4.03
2016/10/4,185,187,185,187,17139 ,3191090 ,0.5376,0.0661,25930380 ,4848981 ,186.5,187,0.5362,17.766,5.537,6392 ,16.98,17.26,4.05,4.05
2016/10/5,186,186,184.5,186,19144 ,3549073 ,-0.5348,0.0738,25930380 ,4823050 ,185.5,186,-0.5362,17.7,6.326,6115 ,16.89,17.17,4.03,4.03
2016/10/6,185,187.5,185,187.5,15715 ,2928528 ,0.8065,0.0606,25930380 ,4861946 ,187,187.5,0.8032,17.82,5.025,6847 ,17.03,17.31,4.06,4.06
2016/10/7,188,188,186,188,15870 ,2969715 ,0.2667,0.0612,25930380 ,4874911 ,187.5,188,0.2663,17.903,5.139,6887 ,17.08,17.36,4.07,4.07
2016/10/11,191,191,186,187.5,31107 ,5874765 ,-0.266,0.12,25930380 ,4861946 ,187,187.5,-0.2663,17.946,7.279,10879 ,17.03,17.31,4.06,4.06
2016/10/12,186.5,190,186,189.5,24592 ,4625439 ,1.0667,0.0948,25930380 ,4913807 ,189.5,190,1.061,18.074,7.771,7805 ,17.21,17.49,4.11,4.11
2016/10/13,190.5,191,187,188.5,40728 ,7675208 ,-0.5277,0.1571,25930380 ,4887876 ,188.5,189,-0.5291,18.06,11.116,13817 ,17.12,17.4,4.09,4.09
2016/10/14,187,189,186.5,188,34340 ,6450978 ,-0.2653,0.1324,25930380 ,4874911 ,187.5,188,-0.2656,18.118,10.452,13583 ,17.08,17.36,4.07,4.07
2016/10/17,186.5,187.5,185,186.5,37878 ,7051992 ,-0.7979,0.1461,25930380 ,4836015 ,186,186.5,-0.8011,17.951,12.791,9908 ,16.94,17.22,4.04,4.04
2016/10/18,186.5,187,185.5,187,40651 ,7582450 ,0.2681,0.1568,25930380 ,4848981 ,187,187.5,0.2677,17.909,13.055,8180 ,16.98,17.26,4.05,4.05
2016/10/19,187.5,189.5,187.5,189.5,38143 ,7206475 ,1.3369,0.1471,25930380 ,4913807 ,189,189.5,1.328,18.029,11.038,8834 ,17.21,17.49,4.11,4.11
2016/10/20,189.5,190.5,189,190.5,15736 ,2989556 ,0.5277,0.0607,25930380 ,4939737 ,190,190.5,0.5263,18.06,5.023,4787 ,17.3,17.59,4.13,4.13
2016/10/21,191,192,188.5,188.5,22316 ,4246605 ,-1.0499,0.0861,25930380 ,4887876 ,188.5,189,-1.0554,17.897,6.198,8198 ,17.12,17.4,4.09,4.09
2016/10/24,191,191,189.5,191,14381 ,2742131 ,1.3263,0.0555,25930380 ,4952702 ,191,191.5,1.3175,18.104,5.632,5860 ,17.35,17.63,4.14,4.14
2016/10/25,192,193,191,193,19145 ,3680309 ,1.0471,0.0738,25930380 ,5004563 ,192.5,193,1.0417,18.17,6.326,7455 ,17.53,17.82,4.18,4.18
2016/10/26,190.5,192.5,190.5,191.5,24885 ,4758575 ,-0.7772,0.096,25930380 ,4965667 ,191,191.5,-0.7802,18.074,8.806,7594 ,17.39,17.68,4.15,4.15
2016/10/27,191.5,191.5,188.5,188.5,26883 ,5089143 ,-1.5666,0.1037,25930380 ,4887876 ,188.5,189,-1.579,17.911,8.6,9385 ,17.12,17.4,4.09,4.09
2016/10/28,189.5,190,188.5,189.5,33106 ,6268990 ,0.5305,0.1277,25930380 ,4913807 ,189,189.5,0.5291,17.992,11.113,6562 ,17.21,17.49,4.11,4.11
2016/10/31,189,190.5,186.5,188.5,25830 ,4871340 ,-0.5277,0.0996,25930380 ,4887876 ,188.5,189,-0.5291,17.928,9.166,6560 ,17.12,17.4,4.09,4.09
2016/11/1,188.5,189.5,187.5,189.5,15128 ,2854597 ,0.5305,0.0583,25930380 ,4913807 ,189,189.5,0.5291,18.011,6.569,5917 ,17.21,17.49,4.11,4.11
2016/11/2,187.5,188,186,186,16529 ,3085447 ,-1.847,0.0637,25930380 ,4823050 ,186,186.5,-1.8642,17.937,5.505,7380 ,16.89,17.17,4.03,4.03
2016/11/3,185.5,186.5,184.5,184.5,25531 ,4724824 ,-0.8065,0.0985,25930380 ,4784155 ,184.5,185,-0.8097,17.935,7.965,7976 ,16.76,17.03,4,4
2016/11/4,184.5,186,184,184.5,15107 ,2791857 ,0,0.0583,25930380 ,4784155 ,184.5,185,0,17.933,6.047,7260 ,16.76,17.03,4,4
2016/11/7,186.5,189,186,189,21430 ,4023208 ,2.439,0.0826,25930380 ,4900841 ,188.5,189,2.4098,18.127,8.041,7934 ,17.17,17.45,4.1,4.1
2016/11/8,190,190,188,188.5,15954 ,3011077 ,-0.2646,0.0615,25930380 ,4887876 ,188,188.5,-0.2649,18.025,5.972,6225 ,17.12,17.4,4.09,4.09
2016/11/9,190,190.5,182,182,55579 ,10245544 ,-3.4483,0.2143,25930380 ,4719329 ,182,182.5,-3.5091,17.936,10.484,22278 ,16.53,16.8,3.68,3.94
2016/11/10,187,188,185.5,185.5,38869 ,7258713 ,1.9231,0.1499,25930380 ,4810085 ,185.5,186,1.9048,17.864,9.336,13292 ,15.68,17.12,3.75,4.02
2016/11/11,181.5,183,181,181.5,67636 ,12291321 ,-2.1563,0.2608,25930380 ,4706363 ,181.5,182,-2.1799,17.859,12.055,19522 ,15.34,16.76,3.67,3.93
2016/11/14,181,182,180,180.5,48032 ,8680850 ,-0.551,0.1852,25930380 ,4680433 ,180,180.5,-0.5525,17.795,9.933,14717 ,15.26,16.66,3.65,3.91
2016/11/15,179.5,182,179,180,33528 ,6055348 ,-0.277,0.1293,25930380 ,4667468 ,180,180.5,-0.2774,17.764,8.243,11312 ,15.22,16.62,3.64,3.9
2016/11/16,180.5,183,180,180,35293 ,6403374 ,0,0.1361,25930380 ,4667468 ,180,180.5,0,17.702,9.212,10900 ,15.22,16.62,3.64,3.9
2016/11/17,182,182.5,180.5,181.5,23256 ,4214237 ,0.8333,0.0897,25930380 ,4706363 ,181,181.5,0.8299,17.786,7.198,5234 ,15.34,16.76,3.67,3.93
2016/11/18,181.5,181.5,180,181,23731 ,4291503 ,-0.2755,0.0915,25930380 ,4693398 ,180.5,181,-0.2759,17.71,6.734,6949 ,15.3,16.71,3.66,3.92
2016/11/21,180.5,181.5,180,181,15622 ,2824317 ,0,0.0602,25930380 ,4693398 ,181,181.5,0,17.648,5.255,6391 ,15.3,16.71,3.66,3.92
2016/11/22,182,185,181.5,184,31348 ,5758734 ,1.6575,0.1209,25930380 ,4771189 ,183.5,184,1.6439,17.759,8.074,10086 ,15.55,16.99,3.72,3.99
2016/11/23,184.5,186.5,184,185.5,23068 ,4278324 ,0.8152,0.089,25930380 ,4810085 ,185,185.5,0.8119,17.819,6.544,9806 ,15.68,17.12,3.75,4.02
2016/11/24,184,185,183,183,19098 ,3505303 ,-1.3477,0.0737,25930380 ,4745259 ,183,183.5,-1.3569,17.629,5.983,6354 ,15.47,16.89,3.7,3.97
2016/11/25,182.5,183.5,182,182,10226 ,1866763 ,-0.5464,0.0394,25930380 ,4719329 ,182,182.5,-0.5479,17.523,3.635,4117 ,15.38,16.8,3.68,3.94
2016/11/28,181.5,184,181.5,184,22360 ,4097502 ,1.0989,0.0862,25930380 ,4771189 ,183.5,184,1.0929,17.594,6.636,6548 ,15.55,16.99,3.72,3.99
2016/11/29,183.5,185,182,182,26894 ,4930405 ,-1.087,0.1037,25930380 ,4719329 ,182,182.5,-1.0929,17.46,7.527,6259 ,15.38,16.8,3.68,3.94
2016/11/30,181.5,183,181.5,183,54053 ,9882147 ,0.5495,0.2085,25930380 ,4745259 ,183,183.5,0.5479,17.59,10.133,5767 ,15.47,16.89,3.7,3.97
2016/12/1,182,183,181.5,183,13923 ,2540480 ,0,0.0537,25930380 ,4745259 ,182.5,183,0,17.429,3.93,6514 ,15.47,15.67,3.7,3.7
2016/12/2,179,179.5,178,178,53946 ,9634395 ,-2.7322,0.208,25930380 ,4615607 ,178,178.5,-2.7703,17.089,14.473,21618 ,15.05,15.24,3.6,3.6
2016/12/5,178,180,178,179,32249 ,5771614 ,0.5618,0.1244,25930380 ,4641538 ,179,179.5,0.5602,17.239,10.489,10198 ,15.13,15.33,3.62,3.62
2016/12/6,181,183,180.5,182,27728 ,5051414 ,1.676,0.1069,25930380 ,4719329 ,182,182.5,1.6621,17.357,7.855,10430 ,15.38,15.58,3.68,3.68
2016/12/7,183,183.5,181.5,181.5,14529 ,2645149 ,-0.2747,0.056,25930380 ,4706363 ,181.5,182,-0.2751,17.285,4.371,5127 ,15.34,15.54,3.67,3.67
2016/12/8,184,185.5,183,185.5,27276 ,5030766 ,2.2039,0.1052,25930380 ,4810085 ,185,185.5,2.1799,17.456,6.118,11258 ,15.68,15.88,3.75,3.75
2016/12/9,186,186,184.5,186,24890 ,4618750 ,0.2695,0.096,25930380 ,4823050 ,185.5,186,0.2692,17.471,6.841,8116 ,15.72,15.93,3.76,3.76
2016/12/12,186,187,184,185,18817 ,3494579 ,-0.5376,0.0726,25930380 ,4797120 ,184.5,185,-0.5391,17.457,5.509,6853 ,15.64,15.84,3.74,3.74
2016/12/13,186.5,186.5,184.5,186,23692 ,4398859 ,0.5405,0.0914,25930380 ,4823050 ,185.5,186,0.5391,17.491,7.061,7561 ,15.72,15.93,3.76,3.76
2016/12/14,186.5,187.5,185.5,187.5,16768 ,3131823 ,0.8065,0.0647,25930380 ,4861946 ,187,187.5,0.8032,17.658,5.079,6485 ,15.85,16.06,3.79,3.79
2016/12/15,185,187.5,184.5,187,24244 ,4508246 ,-0.2667,0.0935,25930380 ,4848981 ,187,187.5,-0.267,17.626,7.401,6135 ,15.81,16.01,3.78,3.78
